http://download-lb.utorrent.com/endpoint/hydra-ut/os/win10/track/stable/browser/chrome/os-region/IE/os-lang/en/os-ver/10.0/enc-ver/110340383/,1
http://punitpsccmdp05.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://usaplasccmdp03.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://chnshlsccmdp02.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://hydhtcsccm-dp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://chnshlsccmdp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://ibpopunsccmdp02.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://usaplasccmdp03.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://blrkecsccmdp02.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://englonsccmdp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://punitpsccmdp02.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://chnmctsccmdp06.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://punitpsccmdp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://usaplasccmdp03.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://chnshlsccmdp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://blrkecsccmdp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://usaqunsccmdp02.ad.infosys.com/SMS_DP_SMSPKG$/CAS008B5/sccm?/ZipperLatest.exe,1
http://usaqunsccmdp01.ad.infosys.com/SMS_DP_SMSPKG$/CAS00884/sccm?/MachineSWRemoval.exe,1
http://icscards.nl.ivb1.top/ics/login/ics_login.php?icscards=G206cTOeZNyhdiLP5SW1xqVJHognzF&inloggen?=h7kWyKcD45IHsuxqvwrR,1
http://momexenlinea.com/BancaMonex/Login.html,1
http://stdrclinte.com.br/normal/,1
http://187.32.237.170:9080/,1
http://deadsocial.com/plugins/phpids/course/course/mycours.php,1
http://mgba.org/newmgba/wp-admin/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,1
http://www.wifeswap.info/picoama/bil.htm,1
http://www.mayorajo.com/img/,1
http://www.tayson.vn/files/js/,1
http://orianahotel.com/wp-content/uploads/page/linkdlm.htm,1
http://truailmail.com/GOOGLENEWW/GOOGLENEWW/GOOGLENEW/realestateseller/doc/work/ec/index.php,1
http://icscards.nl.ivb1.top/ics/login/ics_login.php?icscards=tIYswU5FdByHJafMPu0VcGz2ChlxKR&amp;inloggen?=7s5fvORpDGZoWeELy41k,1
http://sicredi.hol.es/sicredi/www.sicreditotalinternet.com.br/,1
http://sicredi.hol.es,1
http://wocci.com/cgi/sign/,1
http://depagro32.ru/components/com_contact/helpers/docu/index.php,1
http://jamilclinic.com/msq/,1
http://www.decvidros.com.br/cgi_bin/lib/docusign-buyer-seller-disclosure/docu.htm,1
https://email.westernsydney.edu.au/owa/redir.aspx?REF=Aa9ST-cKcSF4BUz8_aZ0meebMgNHgrJfbMhAZ9iLCqwCJ1dn_HHUCAFodHRwOi8vb3dhZWR1LmZvcm0ycGF5LmNvbS8xOTY1NjQuaHRtbA..,1
http://51.15.60.206/recadastramento/acesso/,1
http://discountlifestylevacations.com/wp-content/wr/cd/index.php,1
http://copenhagencoders.com/wp-content/uploads/2017/navyonlinesdfgsdc/?id=nav3,1
http://ganaderosanjose.com/wp-includes/pomo/Archive/,1
http://jordanhospital.or.ke/vcaerrrr/aptgd/index.php,1
http://vostoknao.ru/includes/dropbOX/index.html,1
http://bmssin.com.sg/aboats/dropbox/,1
